Unnamed: 0,title,description,cat2_slug,cat3_slug,city_slug,city_category,building_size,land_size,rooms_count,construction_year,floor,total_floors_count,building_direction,floor_material,deed_type,building_age,user_type,price_value,credit_value,rent_value,has_elevator,has_parking,has_storage,has_balcony,has_security,has_pool,has_sauna,has_jacuzzi,has_gym,has_lobby,has_video_intercom,has_remote_door,has_central_vacuum,has_barbecue,is_rebuilt,has_business_deed,location_latitude,location_longitude,location_radius,created_at,created_at_month,price_mode,credit_mode,rent_mode,rent_to_single,rent_type,rent_credit_transform,transformable_price,transformable_credit,transformed_credit,transformable_rent,transformed_rent,has_water,has_electricity,has_gas,regular_person_capacity,extra_person_capacity,cost_per_extra_person,rent_price_on_regular_days,rent_price_on_special_days,rent_price_at_weekends,property_type,has_roof_garden,has_guard,has_master_room,neighborhood_slug
148,Property listing 148,A nice property with 1 bedrooms,land-sell,office,tabriz,capital,149.0,376.0,3_rooms,1399,17,15.0,north,parquet,cooperative,10-20,personal,,8869447079.294903,40325476.659429766,false,true,unselect,false,unselect,false,false,unselect,false,true,true,unselect,false,unselect,True,,34.0536917345939,52.05989513992842,1000,2023-01-25 16:00:00,Dey,,fixed,fixed,True,monthly,False,,True,504071003.85667324,,4452791.168372447,,True,,8,3,200000,,800000,600000,villa,unselect,false,unselect,neighborhood_1
149,Property listing 149,A nice property with 4 bedrooms,apartment-rent,office,tehran,minor,375.0,338.0,5plus_rooms,1397,-1,14.0,north,mosaic,official,20+,agency,2820012942.9446073,,24833189.776355796,true,true,true,unselect,true,false,false,true,unselect,true,false,true,unselect,false,True,False,32.655951887835485,52.32944686296007,500,2023-01-25 20:00:00,Khordad,fixed,agreeable,fixed,False,daily,False,False,False,727353517.0759596,True,9832806.02575174,False,,,2,1,200000,500000,,600000,villa,true,unselect,false,neighborhood_1
150,Property listing 150,A nice property with 3 bedrooms,house-sell,shop,isfahan,major,349.0,403.0,1_room,1399,8,7.0,south,stone,official,20+,personal,41838342895.06855,,15624082.396240266,true,true,false,true,unselect,true,false,unselect,unselect,unselect,unselect,false,unselect,unselect,True,True,33.85391092492267,51.8623820193517,100,2023-01-26 00:00:00,Dey,agreeable,agreeable,fixed,True,daily,False,,,479242375.03933054,False,2963020.4511928405,False,True,False,2,2,,,,600000,apartment,true,true,false,neighborhood_3
151,Property listing 151,A nice property with 3 bedrooms,apartment-rent,commercial,tehran,minor,277.0,77.0,3_rooms,1396,2,12.0,east,parquet,cooperative,10-20,agency,25645737671.0282,,32266543.564026166,true,true,unselect,false,false,false,false,unselect,unselect,unselect,unselect,true,true,unselect,True,False,34.422613087286386,52.80625416195807,500,2023-01-26 04:00:00,Azar,fixed,agreeable,agreeable,False,monthly,True,False,,287379915.2555684,True,2403057.495159391,True,,True,,2,200000,,,600000,land,true,false,false,neighborhood_3
152,Property listing 152,A nice property with 1 bedrooms,apartment-sell,office,tehran,capital,420.0,92.0,5plus_rooms,1395,7,17.0,north-east,ceramic,endowment,1-5,agency,,4765806454.489107,15119454.65309275,unselect,unselect,true,false,unselect,false,true,false,unselect,true,true,unselect,true,false,False,True,33.95779679474216,52.87440665136857,1000,2023-01-26 08:00:00,Shahrivar,,fixed,,False,daily,False,True,,363383370.99649644,False,6380482.01147011,,,True,8,2,100000,500000,800000,600000,,false,false,unselect,neighborhood_1
153,Property listing 153,A nice property with 3 bedrooms,house-sell,office,shiraz,major,475.0,472.0,2_rooms,1397,11,17.0,north-east,stone,official,10-20,personal,28123565934.83849,9916944542.523428,12564388.58586189,true,false,true,unselect,unselect,unselect,true,unselect,true,unselect,true,unselect,unselect,unselect,False,False,33.95474478050459,51.76143678970478,100,2023-01-26 12:00:00,Mordad,,,fixed,False,daily,True,True,True,859077694.4503427,,3781539.679503604,False,True,True,,2,200000,,,1200000,land,true,true,true,neighborhood_3
154,Property listing 154,A nice property with 1 bedrooms,land-sell,commercial,mashhad,minor,426.0,226.0,0_rooms,1397,12,10.0,west,ceramic,official,10-20,personal,,,36795218.047290005,unselect,false,false,false,false,false,false,unselect,false,false,unselect,false,false,false,,True,32.31007083917194,50.56985259234843,200,2023-01-26 16:00:00,Mordad,agreeable,agreeable,fixed,True,,False,,,468034692.92272705,False,6263655.419762578,,True,False,4,2,,500000,800000,1200000,,true,true,true,neighborhood_1
155,Property listing 155,A nice property with 2 bedrooms,house-sell,office,tabriz,major,464.0,578.0,5plus_rooms,1399,8,19.0,north-west,laminate,endowment,5-10,personal,9964746125.412928,2113179599.521724,,unselect,unselect,true,false,unselect,false,false,true,false,true,false,true,unselect,true,False,True,32.76309660806688,52.56255568528049,1000,2023-01-26 20:00:00,Khordad,,agreeable,,,,True,False,True,213449332.24460927,,3049955.1830268577,,False,,4,3,100000,,1500000,,,unselect,false,unselect,neighborhood_4
156,Property listing 156,A nice property with 3 bedrooms,house-sell,residential,tehran,capital,429.0,543.0,2_rooms,1402,4,14.0,north,mosaic,endowment,20+,personal,,5019400322.242127,,false,unselect,unselect,true,false,true,true,true,false,false,unselect,unselect,false,unselect,True,True,33.283890771102,53.091826849402835,500,2023-01-27 00:00:00,Ordibehesht,,fixed,agreeable,True,daily,False,True,True,934605388.0772532,True,6179182.568379911,False,True,True,8,3,100000,1000000,800000,1200000,apartment,unselect,true,unselect,neighborhood_2
157,Property listing 157,A nice property with 2 bedrooms,house-sell,residential,tabriz,minor,64.0,247.0,2_rooms,1396,14,11.0,west,laminate,official,5-10,agency,,2343911388.8491797,1332620.527155899,false,true,unselect,unselect,unselect,true,unselect,false,false,true,true,true,unselect,false,,True,33.677387975703624,52.5524380848158,100,2023-01-27 04:00:00,Shahrivar,agreeable,,agreeable,False,daily,False,True,True,796600456.498377,False,2757462.6058503636,,,True,6,,,500000,800000,600000,land,false,unselect,unselect,neighborhood_1
158,Property listing 158,A nice property with 1 bedrooms,house-sell,commercial,tehran,capital,180.0,566.0,0_rooms,1396,4,2.0,south,mosaic,endowment,5-10,personal,10584877019.416704,,8494216.137295881,true,true,true,unselect,true,unselect,true,unselect,unselect,false,true,false,unselect,unselect,True,True,34.375749775434414,52.35221906338726,500,2023-01-27 08:00:00,Bahman,fixed,agreeable,agreeable,,,,False,,55666146.056199126,False,509720.68818889937,,False,True,4,3,,1000000,,1200000,apartment,false,true,true,neighborhood_3
159,Property listing 159,A nice property with 4 bedrooms,apartment-rent,shop,isfahan,capital,156.0,563.0,2_rooms,1401,15,18.0,north-east,parquet,official,10-20,agency,5904953183.949736,7803039397.112298,4380510.426812514,true,unselect,unselect,true,unselect,true,unselect,unselect,true,false,unselect,false,false,false,True,False,35.453380418092244,50.917647964938425,500,2023-01-27 12:00:00,Farvardin,agreeable,agreeable,agreeable,False,daily,False,,,998942961.9805177,,9121359.019231834,False,True,True,2,2,100000,,800000,1200000,villa,true,true,unselect,neighborhood_4
160,Property listing 160,A nice property with 3 bedrooms,apartment-sell,shop,tehran,major,431.0,71.0,1_room,1402,8,7.0,north,stone,endowment,5-10,personal,,,,false,true,true,true,false,false,false,unselect,false,unselect,false,unselect,unselect,true,False,,32.636658952354615,52.58054816327703,200,2023-01-27 16:00:00,Mehr,,,agreeable,True,,,,True,694926696.4401023,,8832052.018734623,True,True,False,8,,200000,1000000,1500000,600000,land,true,true,true,neighborhood_3
161,Property listing 161,A nice property with 1 bedrooms,house-rent,commercial,shiraz,minor,444.0,161.0,0_rooms,1399,16,12.0,south,parquet,endowment,20+,personal,,2288722775.2448273,,unselect,false,unselect,unselect,true,false,false,unselect,true,true,false,false,true,true,True,,32.06035212084278,51.339424858304845,200,2023-01-27 20:00:00,Mordad,agreeable,fixed,fixed,True,,False,,,160266599.04058692,True,9707981.492726719,False,False,,8,3,,1000000,,1200000,villa,unselect,false,unselect,neighborhood_3
162,Property listing 162,A nice property with 4 bedrooms,house-sell,commercial,mashhad,capital,491.0,106.0,2_rooms,1396,16,2.0,north-west,mosaic,cooperative,5-10,personal,40154600526.26748,,8314132.620793116,unselect,false,false,true,false,false,true,unselect,true,unselect,true,unselect,unselect,unselect,False,,33.796948523103666,53.67823545125314,1000,2023-01-28 00:00:00,Tir,fixed,,fixed,,monthly,False,True,True,237167681.29859644,,7165271.762214047,,,True,4,,100000,1000000,800000,600000,land,true,false,false,neighborhood_3
163,Property listing 163,A nice property with 4 bedrooms,land-sell,residential,isfahan,capital,64.0,115.0,4_rooms,1402,1,18.0,south,mosaic,endowment,20+,personal,39422953963.7936,,12808816.641799979,false,true,unselect,true,unselect,true,false,unselect,true,unselect,unselect,unselect,true,unselect,True,,33.72841158964651,52.61488037103992,200,2023-01-28 04:00:00,Azar,,fixed,fixed,True,,,False,,692445481.2415469,True,6827211.77735303,False,,True,4,3,,,800000,1200000,,true,true,true,neighborhood_1
164,Property listing 164,A nice property with 2 bedrooms,house-sell,shop,tehran,minor,118.0,147.0,5plus_rooms,1400,18,6.0,north,mosaic,cooperative,5-10,agency,14930984280.87029,,,unselect,true,false,true,true,false,unselect,false,true,true,unselect,false,false,false,,,34.20760487398069,51.11271870683321,200,2023-01-28 08:00:00,Dey,fixed,agreeable,,False,monthly,,True,False,779761055.279122,False,5590030.700748308,True,False,,,1,200000,500000,,600000,villa,true,false,true,neighborhood_4
165,Property listing 165,A nice property with 1 bedrooms,land-sell,office,tabriz,capital,107.0,193.0,2_rooms,1402,19,10.0,north-west,ceramic,endowment,20+,agency,,5024336452.000798,,false,true,false,unselect,false,false,unselect,unselect,false,false,true,false,false,false,True,True,35.332887085486,51.891707637455724,1000,2023-01-28 12:00:00,Farvardin,fixed,,agreeable,,monthly,True,True,,239035943.14980614,True,1259424.1635252268,,,False,,3,200000,,,,land,true,true,unselect,neighborhood_1
166,Property listing 166,A nice property with 4 bedrooms,apartment-rent,residential,isfahan,capital,212.0,484.0,1_room,1398,13,15.0,south,stone,official,5-10,personal,7366869470.600629,,18876086.71908499,false,false,true,true,true,unselect,true,unselect,false,true,unselect,true,true,unselect,False,False,35.20944220392991,53.38632510354018,1000,2023-01-28 16:00:00,Bahman,agreeable,,,False,,,True,,256968853.89927083,True,1892353.1094927003,,True,False,2,,100000,,800000,1200000,land,true,unselect,false,neighborhood_2
167,Property listing 167,A nice property with 3 bedrooms,land-sell,commercial,isfahan,minor,483.0,135.0,3_rooms,1401,13,5.0,north-west,parquet,official,5-10,agency,,5603306413.139397,,true,true,false,false,true,unselect,unselect,unselect,false,true,true,true,unselect,false,True,True,32.400173137720046,51.34185580473059,1000,2023-01-28 20:00:00,Tir,fixed,agreeable,agreeable,,daily,True,True,,307120694.87206084,True,2894696.886725362,True,,False,8,1,200000,,800000,,villa,true,false,true,neighborhood_1
168,Property listing 168,A nice property with 3 bedrooms,house-rent,shop,tehran,minor,51.0,393.0,2_rooms,1400,2,3.0,north,parquet,endowment,1-5,agency,,,20354523.25690259,true,unselect,unselect,false,false,unselect,true,false,unselect,true,false,unselect,true,false,False,False,35.7359814667067,52.10176228060953,1000,2023-01-29 00:00:00,Khordad,agreeable,agreeable,agreeable,,,False,False,True,598018364.8366368,False,8901563.625733944,True,True,False,6,2,200000,500000,,600000,apartment,true,true,unselect,neighborhood_2
169,Property listing 169,A nice property with 2 bedrooms,apartment-sell,office,isfahan,minor,327.0,343.0,3_rooms,1395,7,5.0,north,laminate,endowment,20+,personal,39159009145.144196,5054278712.853107,,false,true,unselect,unselect,true,true,true,unselect,false,unselect,false,true,true,false,False,False,32.44165757869778,52.71867989300609,500,2023-01-29 04:00:00,Shahrivar,agreeable,fixed,,False,monthly,,True,True,171816178.30127692,False,1729695.2460307514,,,True,6,,200000,,,600000,land,true,false,false,neighborhood_4
170,Property listing 170,A nice property with 4 bedrooms,land-sell,office,tabriz,minor,167.0,292.0,4_rooms,1397,17,8.0,north-west,mosaic,official,20+,personal,46880310502.715324,1772354985.174583,11156843.604937043,true,unselect,false,true,false,false,unselect,false,unselect,true,unselect,unselect,false,unselect,,False,34.53828203413694,53.01811735530697,500,2023-01-29 08:00:00,Mordad,fixed,agreeable,fixed,True,,,True,False,104243198.88477752,,9228731.744878907,True,True,,8,2,,,1500000,,apartment,unselect,unselect,true,neighborhood_4
171,Property listing 171,A nice property with 1 bedrooms,land-sell,residential,isfahan,major,135.0,81.0,2_rooms,1401,15,8.0,east,mosaic,endowment,20+,agency,34627175427.00294,8129201714.003747,19512044.371561162,false,true,true,false,true,false,unselect,true,unselect,true,false,false,true,true,False,False,34.6896251743823,50.69556870025898,1000,2023-01-29 12:00:00,Mehr,agreeable,agreeable,,False,,False,,False,678864089.0855136,True,5227857.330514172,False,False,,2,2,100000,500000,1500000,600000,apartment,false,unselect,unselect,neighborhood_1
172,Property listing 172,A nice property with 3 bedrooms,apartment-sell,shop,tabriz,minor,131.0,440.0,0_rooms,1395,9,8.0,west,mosaic,cooperative,new,agency,7876991673.917028,5422185596.210744,16517533.444829375,unselect,true,false,unselect,true,false,unselect,unselect,unselect,true,false,false,unselect,true,,,34.71950994889235,52.260609218709156,1000,2023-01-29 16:00:00,Farvardin,agreeable,,fixed,True,monthly,False,True,False,779097939.7931701,False,7155696.354730722,True,True,,,,100000,500000,1500000,600000,apartment,true,true,false,neighborhood_1
173,Property listing 173,A nice property with 4 bedrooms,house-rent,shop,tehran,major,180.0,326.0,3_rooms,1397,7,12.0,south,parquet,cooperative,5-10,agency,12247786576.593992,1319487818.4299839,,unselect,false,unselect,false,true,unselect,unselect,false,false,false,true,true,true,false,,False,33.061404686701565,53.648799601984805,100,2023-01-29 20:00:00,Mordad,fixed,fixed,agreeable,True,,False,False,True,500929404.41650546,True,1102444.8668056652,False,,False,,2,100000,500000,,600000,apartment,unselect,false,true,neighborhood_3
174,Property listing 174,A nice property with 4 bedrooms,house-sell,commercial,mashhad,major,70.0,581.0,4_rooms,1398,8,8.0,south,laminate,cooperative,20+,agency,42125467170.56841,,15189552.528865628,unselect,unselect,unselect,true,unselect,false,unselect,true,false,false,true,unselect,false,unselect,True,False,33.321380367059966,53.873439126038775,100,2023-01-30 00:00:00,Ordibehesht,,agreeable,fixed,False,,False,True,False,363832710.26838535,True,2690335.487759109,,True,False,,,200000,1000000,,600000,apartment,true,unselect,true,neighborhood_2
175,Property listing 175,A nice property with 2 bedrooms,land-sell,shop,isfahan,major,373.0,203.0,0_rooms,1402,16,11.0,east,ceramic,cooperative,new,personal,10544373184.127008,9325115343.989735,,unselect,unselect,false,unselect,unselect,false,unselect,false,false,false,unselect,unselect,unselect,false,,,34.19470750059759,52.62458017023744,100,2023-01-30 04:00:00,Ordibehesht,agreeable,,agreeable,,monthly,,False,False,432042713.5264764,True,9585186.081814263,,,,6,,,500000,,600000,,true,false,false,neighborhood_3
176,Property listing 176,A nice property with 3 bedrooms,apartment-sell,shop,mashhad,capital,59.0,432.0,0_rooms,1396,18,14.0,east,stone,cooperative,1-5,personal,,,,false,unselect,false,false,false,false,unselect,false,unselect,false,true,true,false,true,False,True,32.798349983200396,53.93464321663994,200,2023-01-30 08:00:00,Bahman,agreeable,agreeable,agreeable,False,daily,False,False,,388407833.8719519,False,2661499.4692973136,,,True,6,3,100000,1000000,800000,600000,apartment,false,true,unselect,neighborhood_3
177,Property listing 177,A nice property with 3 bedrooms,apartment-rent,residential,tabriz,major,185.0,117.0,0_rooms,1400,11,8.0,east,ceramic,endowment,20+,agency,,3696487146.787616,10373168.678129204,unselect,false,false,unselect,true,false,false,true,unselect,unselect,unselect,unselect,true,false,False,True,32.081241871333404,52.28294099590456,500,2023-01-30 12:00:00,Bahman,fixed,agreeable,fixed,,monthly,False,False,False,959984908.2376752,True,2965217.203911461,,True,False,2,1,,1000000,,600000,,unselect,unselect,unselect,neighborhood_4
178,Property listing 178,A nice property with 1 bedrooms,apartment-sell,shop,isfahan,major,355.0,263.0,0_rooms,1399,6,10.0,north-east,parquet,endowment,20+,personal,20186065138.958088,1363813566.8719327,20962858.30895609,unselect,unselect,unselect,false,false,false,true,unselect,true,unselect,unselect,unselect,true,true,,True,34.248577818034306,51.770420119123735,500,2023-01-30 16:00:00,Ordibehesht,agreeable,agreeable,agreeable,True,monthly,,,,768089905.2191402,True,1975973.8484107947,,,True,6,2,100000,,800000,600000,land,true,unselect,false,neighborhood_1
179,Property listing 179,A nice property with 3 bedrooms,apartment-rent,office,shiraz,capital,486.0,425.0,2_rooms,1400,5,7.0,north-east,mosaic,cooperative,new,agency,46009998622.04059,,46910513.44152608,unselect,false,unselect,false,unselect,true,true,unselect,unselect,true,true,false,false,unselect,True,True,33.86111428804803,52.206349835792984,100,2023-01-30 20:00:00,Azar,fixed,agreeable,fixed,,,True,,True,208087214.8501103,,1290736.6530682952,True,False,,4,2,200000,1000000,,,,false,false,true,neighborhood_4
